,Date.Time,Mesocosm,NO3,Date.Time.1,Mesocosm.1,TN,Date.Time.2,Mesocosm.2,DOC,Run,Depth
115,11/6/14 23:27,11,4.112215015,11/6/2014 23:27,11,4.734367476,11/6/2014 23:27,11,2.884855652,1,30.2
116,11/6/14 23:33,10,4.108277684,11/6/2014 23:33,10,4.76624361,11/6/2014 23:33,10,3.061264787,1,29.7
117,11/6/14 23:39,9,3.998519369,11/6/2014 23:39,9,4.616155413,11/6/2014 23:39,9,2.896307571,1,27.2
118,11/6/14 23:45,8,4.249934592,11/6/2014 23:45,8,4.887403923,11/6/2014 23:45,8,2.884587094,1,32.5
120,11/6/14 23:57,12,3.916368632,11/6/2014 23:57,12,4.53583991,11/6/2014 23:57,12,2.876624242,1,27
121,11/7/14 0:03,11,4.089512651,11/7/2014 0:03,11,4.714544094,11/7/2014 0:03,11,2.896380039,1,30.2
122,11/7/14 0:09,10,4.100189775,11/7/2014 0:09,10,4.764754433,11/7/2014 0:09,10,3.094743571,1,29.7
123,11/7/14 0:15,9,3.986520663,11/7/2014 0:15,9,4.60252124,11/7/2014 0:15,9,2.903463641,1,27.2
124,11/7/14 0:21,8,4.218322157,11/7/2014 0:21,8,4.85378096,11/7/2014 0:21,8,2.843465141,1,32.5
126,11/7/14 0:33,12,3.900525469,11/7/2014 0:33,12,4.520053324,11/7/2014 0:33,12,2.878714112,1,27
127,11/7/14 0:39,11,4.042491899,11/7/2014 0:39,11,4.668547866,11/7/2014 0:39,11,2.844545518,1,30.2
128,11/7/14 0:45,10,4.026240949,11/7/2014 0:45,10,4.686651964,11/7/2014 0:45,10,3.023289785,1,29.7
129,11/7/14 0:51,9,3.95532332,11/7/2014 0:51,9,4.570890977,11/7/2014 0:51,9,2.894264814,1,27.2
130,11/7/14 0:57,8,4.226080188,11/7/2014 0:57,8,4.869507731,11/7/2014 0:57,8,2.856093437,1,32.5
132,11/7/14 1:09,12,3.88238378,11/7/2014 1:09,12,4.498400578,11/7/2014 1:09,12,2.896849527,1,27
133,11/7/14 1:15,11,4.065883371,11/7/2014 1:15,11,4.69863093,11/7/2014 1:15,11,2.884955671,1,30.2
134,11/7/14 1:21,10,4.051079676,11/7/2014 1:21,10,4.713553508,11/7/2014 1:21,10,3.051204374,1,29.7
135,11/7/14 1:27,9,3.941449915,11/7/2014 1:27,9,4.563077359,11/7/2014 1:27,9,2.89725887,1,27.2
136,11/7/14 1:33,8,4.255219793,11/7/2014 1:33,8,4.904272028,11/7/2014 1:33,8,2.868189475,1,32.5
138,11/7/14 1:45,12,3.984496035,11/7/2014 1:45,12,4.618358989,11/7/2014 1:45,12,2.88250876,1,27
139,11/7/14 1:51,11,4.067656059,11/7/2014 1:51,11,4.699019028,11/7/2014 1:51,11,2.88305985,1,30.2
140,11/7/14 1:57,10,4.055714301,11/7/2014 1:57,10,4.728613195,11/7/2014 1:57,10,3.03075927,1,29.7
141,11/7/14 2:03,9,3.914156992,11/7/2014 2:03,9,4.544224432,11/7/2014 2:03,9,2.89602407,1,27.2
142,11/7/14 2:09,8,4.234408932,11/7/2014 2:09,8,4.896691683,11/7/2014 2:09,8,2.874942011,1,32.5
144,11/7/14 2:21,12,3.798170673,11/7/2014 2:21,12,4.420341041,11/7/2014 2:21,12,2.912723925,1,27
145,11/7/14 2:27,11,4.011992787,11/7/2014 2:27,11,4.647647256,11/7/2014 2:27,11,2.8648039,1,30.2
146,11/7/14 2:33,10,4.009257596,11/7/2014 2:33,10,4.688362332,11/7/2014 2:33,10,3.022973831,1,29.7
147,11/7/14 2:39,9,3.869765692,11/7/2014 2:39,9,4.523718248,11/7/2014 2:39,9,2.872804068,1,27.2
148,11/7/14 2:45,8,4.204252708,11/7/2014 2:45,8,4.863696587,11/7/2014 2:45,8,2.840998414,1,32.5
150,11/7/14 2:57,12,3.777794671,11/7/2014 2:57,12,4.40711871,11/7/2014 2:57,12,2.885253196,1,27
151,11/7/14 3:03,11,3.980564011,11/7/2014 3:03,11,4.621476445,11/7/2014 3:03,11,2.856904803,1,30.2
152,11/7/14 3:09,10,3.965445221,11/7/2014 3:09,10,4.641254937,11/7/2014 3:09,10,2.997023608,1,29.7
153,11/7/14 3:15,9,3.827390448,11/7/2014 3:15,9,4.477723873,11/7/2014 3:15,9,2.879055492,1,27.2
154,11/7/14 3:21,8,4.166978512,11/7/2014 3:21,8,4.82938077,11/7/2014 3:21,8,2.816000606,1,32.5
156,11/7/14 3:33,12,3.741846126,11/7/2014 3:33,12,4.368062247,11/7/2014 3:33,12,2.88666485,1,27
157,11/7/14 3:39,11,3.971424969,11/7/2014 3:39,11,4.618726908,11/7/2014 3:39,11,2.843950581,1,30.2
158,11/7/14 3:45,10,3.965459133,11/7/2014 3:45,10,4.649677807,11/7/2014 3:45,10,3.033581432,1,29.7
159,11/7/14 3:51,9,3.796543532,11/7/2014 3:51,9,4.456517668,11/7/2014 3:51,9,2.871216665,1,27.2
160,11/7/14 3:57,8,4.143014969,11/7/2014 3:57,8,4.817102634,11/7/2014 3:57,8,2.842196611,1,32.5
162,11/7/14 4:09,12,3.863794097,11/7/2014 4:09,12,4.506331235,11/7/2014 4:09,12,2.883533312,1,27
163,11/7/14 4:15,11,3.986850823,11/7/2014 4:15,11,4.640506271,11/7/2014 4:15,11,2.860971174,1,30.2
164,11/7/14 4:21,10,3.962327573,11/7/2014 4:21,10,4.648574,11/7/2014 4:21,10,3.092381312,1,29.7
165,11/7/14 4:27,9,3.805359696,11/7/2014 4:27,9,4.471855766,11/7/2014 4:27,9,2.882659251,1,27.2
166,11/7/14 4:33,8,4.17505768,11/7/2014 4:33,8,4.846525723,11/7/2014 4:33,8,2.852373211,1,32.5
168,11/7/14 4:45,12,3.717260586,11/7/2014 4:45,12,4.354954569,11/7/2014 4:45,12,2.940185017,1,27
169,11/7/14 4:51,11,3.955109196,11/7/2014 4:51,11,4.614679655,11/7/2014 4:51,11,2.885102804,1,30.2
170,11/7/14 4:57,10,3.929691654,11/7/2014 4:57,10,4.624492599,11/7/2014 4:57,10,3.046389207,1,29.7
171,11/7/14 5:03,9,3.746142006,11/7/2014 5:03,9,4.41541091,11/7/2014 5:03,9,2.912441763,1,27.2
172,11/7/14 5:09,8,4.152309604,11/7/2014 5:09,8,4.829599596,11/7/2014 5:09,8,2.885847678,1,32.5
174,11/7/14 5:21,12,3.678184931,11/7/2014 5:21,12,4.31605972,11/7/2014 5:21,12,2.964391514,1,27
175,11/7/14 5:27,11,3.931111164,11/7/2014 5:27,11,4.595057182,11/7/2014 5:27,11,2.891545691,1,30.2
176,11/7/14 5:33,10,3.941085562,11/7/2014 5:33,10,4.636589908,11/7/2014 5:33,10,3.05925336,1,29.7
177,11/7/14 5:39,9,3.743035563,11/7/2014 5:39,9,4.428144837,11/7/2014 5:39,9,2.910730229,1,27.2
178,11/7/14 5:45,8,4.144812891,11/7/2014 5:45,8,4.842187061,11/7/2014 5:45,8,2.856534777,1,32.5
180,11/7/14 5:57,12,3.647505935,11/7/2014 5:57,12,4.296115873,11/7/2014 5:57,12,2.904699441,1,27
181,11/7/14 6:03,11,3.89616534,11/7/2014 6:03,11,4.569888651,11/7/2014 6:03,11,2.875139298,1,30.2
182,11/7/14 6:09,10,3.899088784,11/7/2014 6:09,10,4.606285298,11/7/2014 6:09,10,3.052087856,1,29.7
183,11/7/14 6:15,9,3.732785363,11/7/2014 6:15,9,4.413191347,11/7/2014 6:15,9,2.928200358,1,27.2
184,11/7/14 6:21,8,4.139367703,11/7/2014 6:21,8,4.843365588,11/7/2014 6:21,8,2.835557465,1,32.5
186,11/7/14 6:33,12,3.788672304,11/7/2014 6:33,12,4.455544625,11/7/2014 6:33,12,2.906710414,1,27
187,11/7/14 6:39,11,3.93799624,11/7/2014 6:39,11,4.623516401,11/7/2014 6:39,11,2.870877387,1,30.2
188,11/7/14 6:45,10,3.903677855,11/7/2014 6:45,10,4.615027483,11/7/2014 6:45,10,3.059658518,1,29.7
189,11/7/14 6:51,9,3.69682421,11/7/2014 6:51,9,4.378771787,11/7/2014 6:51,9,2.902578215,1,27.2
190,11/7/14 6:57,8,4.156960812,11/7/2014 6:57,8,4.867395386,11/7/2014 6:57,8,2.857712438,1,32.5
192,11/7/14 7:09,12,3.615863643,11/7/2014 7:09,12,4.279154335,11/7/2014 7:09,12,2.959858623,1,27
193,11/7/14 7:15,11,3.876862588,11/7/2014 7:15,11,4.561614592,11/7/2014 7:15,11,2.872234983,1,30.2
194,11/7/14 7:21,10,3.840608591,11/7/2014 7:21,10,4.558745455,11/7/2014 7:21,10,3.015849074,1,29.7
195,11/7/14 7:27,9,3.642939644,11/7/2014 7:27,9,4.324007891,11/7/2014 7:27,9,2.921849593,1,27.2
196,11/7/14 7:33,8,4.142165771,11/7/2014 7:33,8,4.864151474,11/7/2014 7:33,8,2.881270494,1,32.5
198,11/7/14 7:45,12,3.588609888,11/7/2014 7:45,12,4.25815736,11/7/2014 7:45,12,2.980445436,1,27
199,11/7/14 7:51,11,3.910764718,11/7/2014 7:51,11,4.605328553,11/7/2014 7:51,11,2.972579418,1,30.2
200,11/7/14 7:57,10,3.87647135,11/7/2014 7:57,10,4.603763504,11/7/2014 7:57,10,3.110928869,1,29.7
201,11/7/14 8:03,9,3.690945994,11/7/2014 8:03,9,4.380876724,11/7/2014 8:03,9,3.028656622,1,27.2
202,11/7/14 8:09,8,4.126974777,11/7/2014 8:09,8,4.83742438,11/7/2014 8:09,8,3.002976622,1,32.5
204,11/7/14 8:21,12,3.576825498,11/7/2014 8:21,12,4.242948517,11/7/2014 8:21,12,3.116046446,1,27
205,11/7/14 8:27,11,3.911340681,11/7/2014 8:27,11,4.608246708,11/7/2014 8:27,11,3.086803447,1,30.2
206,11/7/14 8:33,10,3.922193916,11/7/2014 8:33,10,4.635358677,11/7/2014 8:33,10,3.329308732,1,29.7
207,11/7/14 8:39,9,3.686963437,11/7/2014 8:39,9,4.352431306,11/7/2014 8:39,9,3.21496919,1,27.2
208,11/7/14 8:45,8,4.164763949,11/7/2014 8:45,8,4.864620231,11/7/2014 8:45,8,3.17155487,1,32.5
210,11/7/14 8:57,12,3.760338717,11/7/2014 8:57,12,4.422584793,11/7/2014 8:57,12,3.249119204,1,27
211,11/7/14 9:03,11,3.909729265,11/7/2014 9:03,11,4.591459103,11/7/2014 9:03,11,3.1598556,1,30.2
212,11/7/14 9:09,10,3.887182462,11/7/2014 9:09,10,4.597628237,11/7/2014 9:09,10,3.367038467,1,29.7
213,11/7/14 9:15,9,3.665959112,11/7/2014 9:15,9,4.330739996,11/7/2014 9:15,9,3.288440827,1,27.2
214,11/7/14 9:21,8,4.161071071,11/7/2014 9:21,8,4.864353661,11/7/2014 9:21,8,3.18792373,1,32.5
216,11/7/14 9:33,12,3.626017526,11/7/2014 9:33,12,4.276234392,11/7/2014 9:33,12,3.332632461,1,27
217,11/7/14 9:39,11,3.926414951,11/7/2014 9:39,11,4.603456416,11/7/2014 9:39,11,3.256772713,1,30.2
218,11/7/14 9:45,10,3.90475174,11/7/2014 9:45,10,4.608254234,11/7/2014 9:45,10,3.451835086,1,29.7
219,11/7/14 9:51,9,3.680488804,11/7/2014 9:51,9,4.347432194,11/7/2014 9:51,9,3.382602587,1,27.2
220,11/7/14 9:57,8,4.186266197,11/7/2014 9:57,8,4.894349586,11/7/2014 9:57,8,3.26089829,1,32.5
222,11/7/14 10:09,12,3.713401302,11/7/2014 10:09,12,4.376581164,11/7/2014 10:09,12,3.370123465,1,27
223,11/7/14 10:15,11,3.932885625,11/7/2014 10:15,11,4.611332341,11/7/2014 10:15,11,3.341142196,1,30.2
224,11/7/14 10:21,10,3.875350999,11/7/2014 10:21,10,4.569393716,11/7/2014 10:21,10,3.482010652,1,29.7
225,11/7/14 10:27,9,3.595090731,11/7/2014 10:27,9,4.249867584,11/7/2014 10:27,9,3.307063329,1,27.2
226,11/7/14 10:33,8,4.146655036,11/7/2014 10:33,8,4.842107508,11/7/2014 10:33,8,3.218654066,1,32.5
228,11/7/14 10:45,12,3.596022447,11/7/2014 10:45,12,4.24487542,11/7/2014 10:45,12,3.31903228,1,27
229,11/7/14 10:51,11,3.930185635,11/7/2014 10:51,11,4.605126775,11/7/2014 10:51,11,3.271202851,1,30.2
230,11/7/14 10:57,10,3.902160752,11/7/2014 10:57,10,4.600344791,11/7/2014 10:57,10,3.470503468,1,29.7
231,11/7/14 11:03,9,3.620035536,11/7/2014 11:03,9,4.274856988,11/7/2014 11:03,9,3.342335404,1,27.2
232,11/7/14 11:09,8,4.166883878,11/7/2014 11:09,8,4.865478017,11/7/2014 11:09,8,3.295957144,1,32.5
234,11/7/14 11:21,12,3.562820755,11/7/2014 11:21,12,4.204952868,11/7/2014 11:21,12,3.404264101,1,27
235,11/7/14 11:27,11,3.90337291,11/7/2014 11:27,11,4.572032465,11/7/2014 11:27,11,3.369725112,1,30.2
236,11/7/14 11:33,10,3.880160021,11/7/2014 11:33,10,4.575774386,11/7/2014 11:33,10,3.537308002,1,29.7
237,11/7/14 11:39,9,3.631350093,11/7/2014 11:39,9,4.283018893,11/7/2014 11:39,9,3.450824544,1,27.2
238,11/7/14 11:45,8,4.220946432,11/7/2014 11:45,8,4.920786399,11/7/2014 11:45,8,3.386435439,1,32.5
240,11/7/14 11:57,12,3.652925061,11/7/2014 11:57,12,4.30548741,11/7/2014 11:57,12,3.463395147,1,27
241,11/7/14 12:03,11,3.914831278,11/7/2014 12:03,11,4.596962273,11/7/2014 12:03,11,3.399647201,1,30.2
242,11/7/14 12:09,10,3.837813781,11/7/2014 12:09,10,4.54165567,11/7/2014 12:09,10,3.496348957,1,29.7
243,11/7/14 12:15,9,3.568858106,11/7/2014 12:15,9,4.225485774,11/7/2014 12:15,9,3.372816938,1,27.2
244,11/7/14 12:21,8,4.206101366,11/7/2014 12:21,8,4.92470792,11/7/2014 12:21,8,3.296188229,1,32.5
