,Date.Time,Mesocosm,NO3,Date.Time.1,Mesocosm.1,TN,Date.Time.2,Mesocosm.2,DOC,Run,Depth
150,9/19/14 1:47,10,3.544874179,9/19/2014 1:47,10,4.367362027,9/19/2014 1:47,10,6.699939242,1,33
151,9/19/14 1:53,9,3.602046981,9/19/2014 1:53,9,4.462993962,9/19/2014 1:53,9,7.473278238,1,23.3
152,9/19/14 1:59,8,3.72826107,9/19/2014 1:59,8,4.466818737,9/19/2014 1:59,8,7.529106047,1,22.5
154,9/19/14 2:11,12,3.875310699,9/19/2014 2:11,12,4.509830672,9/19/2014 2:11,12,6.103267491,1,18.4
155,9/19/14 2:17,11,3.585668592,9/19/2014 2:17,11,4.263420768,9/19/2014 2:17,11,6.379971562,1,22.5
156,9/19/14 2:23,10,3.534949252,9/19/2014 2:23,10,4.436956773,9/19/2014 2:23,10,6.666362635,1,33
157,9/19/14 2:29,9,3.636021459,9/19/2014 2:29,9,4.459347107,9/19/2014 2:29,9,6.607048879,1,23.3
158,9/19/14 2:35,8,3.713735532,9/19/2014 2:35,8,4.460575968,9/19/2014 2:35,8,7.57743394,1,22.5
160,9/19/14 2:47,12,3.884694047,9/19/2014 2:47,12,4.589609563,9/19/2014 2:47,12,6.423480241,1,18.4
161,9/19/14 2:53,11,3.540890099,9/19/2014 2:53,11,4.261484984,9/19/2014 2:53,11,6.669006506,1,22.5
162,9/19/14 2:59,10,3.556581415,9/19/2014 2:59,10,4.278925636,9/19/2014 2:59,10,6.457927421,1,33
163,9/19/14 3:05,9,3.633318163,9/19/2014 3:05,9,4.24238751,9/19/2014 3:05,9,6.925612301,1,23.3
164,9/19/14 3:11,8,3.726894223,9/19/2014 3:11,8,4.565523799,9/19/2014 3:11,8,7.659723859,1,22.5
166,9/19/14 3:23,12,3.845483852,9/19/2014 3:23,12,4.433523609,9/19/2014 3:23,12,6.601562297,1,18.4
167,9/19/14 3:29,11,3.554963012,9/19/2014 3:29,11,4.381490135,9/19/2014 3:29,11,6.655016709,1,22.5
168,9/19/14 3:35,10,3.528179854,9/19/2014 3:35,10,4.40888668,9/19/2014 3:35,10,6.736082682,1,33
169,9/19/14 3:41,9,3.56520965,9/19/2014 3:41,9,4.543956957,9/19/2014 3:41,9,6.695477392,1,23.3
170,9/19/14 3:47,8,3.711549589,9/19/2014 3:47,8,4.606478186,9/19/2014 3:47,8,7.49702713,1,22.5
172,9/19/14 3:59,12,3.847695651,9/19/2014 3:59,12,4.499379938,9/19/2014 3:59,12,6.210199988,1,18.4
173,9/19/14 4:05,11,3.578701908,9/19/2014 4:05,11,4.196105201,9/19/2014 4:05,11,6.474172747,1,22.5
174,9/19/14 4:11,10,3.483072736,9/19/2014 4:11,10,4.254154568,9/19/2014 4:11,10,7.436581141,1,33
175,9/19/14 4:17,9,3.565364728,9/19/2014 4:17,9,4.474959071,9/19/2014 4:17,9,6.797753964,1,23.3
176,9/19/14 4:23,8,3.690743057,9/19/2014 4:23,8,4.340238771,9/19/2014 4:23,8,8.278665499,1,22.5
178,9/19/14 4:35,12,3.836004145,9/19/2014 4:35,12,4.372125609,9/19/2014 4:35,12,6.351762377,1,18.4
179,9/19/14 4:41,11,3.56540584,9/19/2014 4:41,11,4.317816657,9/19/2014 4:41,11,6.83764451,1,22.5
180,9/19/14 4:47,10,3.498308288,9/19/2014 4:47,10,4.291285397,9/19/2014 4:47,10,6.82061332,1,33
181,9/19/14 4:53,9,3.524182284,9/19/2014 4:53,9,4.384628458,9/19/2014 4:53,9,6.994006509,1,23.3
182,9/19/14 4:59,8,3.663481318,9/19/2014 4:59,8,4.49994135,9/19/2014 4:59,8,7.609589321,1,22.5
184,9/19/14 5:11,12,3.839771784,9/19/2014 5:11,12,4.235006541,9/19/2014 5:11,12,6.702938109,1,18.4
185,9/19/14 5:17,11,3.52965383,9/19/2014 5:17,11,4.2701874,9/19/2014 5:17,11,7.094539044,1,22.5
186,9/19/14 5:23,10,3.467381893,9/19/2014 5:23,10,4.249946128,9/19/2014 5:23,10,7.541484965,1,33
187,9/19/14 5:29,9,3.528135132,9/19/2014 5:29,9,4.402654893,9/19/2014 5:29,9,7.230757738,1,23.3
188,9/19/14 5:35,8,3.667667594,9/19/2014 5:35,8,4.563754664,9/19/2014 5:35,8,8.286114782,1,22.5
190,9/19/14 5:47,12,3.841245449,9/19/2014 5:47,12,4.480447832,9/19/2014 5:47,12,6.603119255,1,18.4
191,9/19/14 5:53,11,3.511209361,9/19/2014 5:53,11,4.152103934,9/19/2014 5:53,11,6.936605092,1,22.5
192,9/19/14 5:59,10,3.45915738,9/19/2014 5:59,10,4.219751539,9/19/2014 5:59,10,7.385167314,1,33
193,9/19/14 6:05,9,3.50803765,9/19/2014 6:05,9,4.242157099,9/19/2014 6:05,9,6.781454529,1,23.3
194,9/19/14 6:11,8,3.661084126,9/19/2014 6:11,8,4.474618484,9/19/2014 6:11,8,7.83223294,1,22.5
196,9/19/14 6:23,12,3.802383637,9/19/2014 6:23,12,4.386164107,9/19/2014 6:23,12,7.062771283,1,18.4
197,9/19/14 6:29,11,3.518634657,9/19/2014 6:29,11,4.117852501,9/19/2014 6:29,11,7.412836786,1,22.5
198,9/19/14 6:35,10,3.441912813,9/19/2014 6:35,10,4.385492344,9/19/2014 6:35,10,7.307814436,1,33
199,9/19/14 6:41,9,3.488764886,9/19/2014 6:41,9,4.231396632,9/19/2014 6:41,9,7.357548725,1,23.3
200,9/19/14 6:47,8,3.697470643,9/19/2014 6:47,8,4.563810658,9/19/2014 6:47,8,7.904450339,1,22.5
202,9/19/14 6:59,12,3.803767561,9/19/2014 6:59,12,4.483028939,9/19/2014 6:59,12,7.182845681,1,18.4
203,9/19/14 7:05,11,3.496181897,9/19/2014 7:05,11,4.260137112,9/19/2014 7:05,11,7.561515196,1,22.5
204,9/19/14 7:11,10,3.469865683,9/19/2014 7:11,10,4.232893169,9/19/2014 7:11,10,7.131181462,1,33
205,9/19/14 7:17,9,3.494373371,9/19/2014 7:17,9,4.201800781,9/19/2014 7:17,9,7.170805072,1,23.3
206,9/19/14 7:23,8,3.674364405,9/19/2014 7:23,8,4.412619515,9/19/2014 7:23,8,8.578297249,1,22.5
208,9/19/14 7:35,12,3.762720108,9/19/2014 7:35,12,4.342731437,9/19/2014 7:35,12,6.933424851,1,18.4
209,9/19/14 7:41,11,3.489668138,9/19/2014 7:41,11,4.194998678,9/19/2014 7:41,11,7.762853071,1,22.5
210,9/19/14 7:47,10,3.478216166,9/19/2014 7:47,10,4.303472378,9/19/2014 7:47,10,6.960785104,1,33
211,9/19/14 7:53,9,3.478441329,9/19/2014 7:53,9,4.28905073,9/19/2014 7:53,9,7.466358969,1,23.3
212,9/19/14 7:59,8,3.663366021,9/19/2014 7:59,8,4.431530435,9/19/2014 7:59,8,7.868295481,1,22.5
214,9/19/14 8:11,12,3.754557924,9/19/2014 8:11,12,4.51550289,9/19/2014 8:11,12,7.654008617,1,18.4
215,9/19/14 8:17,11,3.505557563,9/19/2014 8:17,11,4.33004363,9/19/2014 8:17,11,7.147447446,1,22.5
216,9/19/14 8:23,10,3.453268478,9/19/2014 8:23,10,4.077460284,9/19/2014 8:23,10,7.596094883,1,33
217,9/19/14 8:29,9,3.443738358,9/19/2014 8:29,9,4.302806756,9/19/2014 8:29,9,7.703246576,1,23.3
218,9/19/14 8:35,8,3.680091346,9/19/2014 8:35,8,4.58108925,9/19/2014 8:35,8,8.776745503,1,22.5
220,9/19/14 8:47,12,3.76625162,9/19/2014 8:47,12,4.559660774,9/19/2014 8:47,12,7.588801827,1,18.4
221,9/19/14 8:53,11,3.503737209,9/19/2014 8:53,11,4.171500699,9/19/2014 8:53,11,7.896503067,1,22.5
222,9/19/14 8:59,10,3.430714618,9/19/2014 8:59,10,4.166197451,9/19/2014 8:59,10,7.640233145,1,33
223,9/19/14 9:05,9,3.458153169,9/19/2014 9:05,9,4.265289038,9/19/2014 9:05,9,7.432399793,1,23.3
224,9/19/14 9:11,8,3.678050906,9/19/2014 9:11,8,4.395531483,9/19/2014 9:11,8,8.467395214,1,22.5
226,9/19/14 9:23,12,3.795796866,9/19/2014 9:23,12,4.346348473,9/19/2014 9:23,12,7.615789821,1,18.4
227,9/19/14 9:29,11,3.48157645,9/19/2014 9:29,11,4.005891426,9/19/2014 9:29,11,8.230717995,1,22.5
228,9/19/14 9:35,10,3.392507675,9/19/2014 9:35,10,4.047963973,9/19/2014 9:35,10,8.570759396,1,33
229,9/19/14 9:41,9,3.367579099,9/19/2014 9:41,9,4.03234714,9/19/2014 9:41,9,8.500919574,1,23.3
230,9/19/14 9:47,8,3.685700709,9/19/2014 9:47,8,4.275402702,9/19/2014 9:47,8,8.67090132,1,22.5
232,9/19/14 9:59,12,3.706467585,9/19/2014 9:59,12,3.957253746,9/19/2014 9:59,12,8.208552356,1,18.4
233,9/19/14 10:05,11,3.428212856,9/19/2014 10:05,11,3.873971318,9/19/2014 10:05,11,8.880551699,1,22.5
234,9/19/14 10:11,10,3.353481559,9/19/2014 10:11,10,3.949971446,9/19/2014 10:11,10,8.686595089,1,33
235,9/19/14 10:17,9,3.369067078,9/19/2014 10:17,9,4.055656101,9/19/2014 10:17,9,8.200007197,1,23.3
236,9/19/14 10:23,8,3.62521764,9/19/2014 10:23,8,4.116634658,9/19/2014 10:23,8,9.350231048,1,22.5
